origin_prompt,gold,prediction
阿司匹林与布洛芬的主要区别是什么？,"阿司匹林,布洛芬","['阿司匹林片', '布洛芬颗粒', '布洛芬颗粒', '阿司匹林片', '布洛芬胶囊', '阿司匹林片', '阿司匹林片', '阿司匹林片', '布洛芬胶囊', '布洛芬片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿苯达唑片', '布洛芬胶囊', '阿司匹林可待因片', '布洛芬颗粒', '布洛芬胶囊', '阿司匹林片', '布洛芬胶囊', '阿司匹林片', '阿司匹林肠溶片', '阿司匹林片', '吲哚布芬片', '肌苷片', '阿司匹林片', '布洛芬混悬液', '布洛芬胶囊', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林双嘧达莫片', '布洛芬注射液', '布洛芬胶囊', '布洛芬胶囊', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '布洛芬胶囊', '复方阿司匹林片', '阿司匹林片', '布洛芬颗粒']"
治疗头痛的阿司匹林和布洛芬之间有哪些相似之处和差异？,"阿司匹林,布洛芬","['阿司匹林片', '布洛芬颗粒', '布洛芬片', '阿司匹林片', '布洛芬胶囊', '布洛芬胶囊', '布洛芬胶囊', '布洛芬胶囊', '阿司匹林片', '阿司匹林片', '布洛芬颗粒', '布洛芬混悬液', '布洛芬颗粒', '阿司匹林片', '布洛芬胶囊', '阿司匹林片', '阿司匹林片', '布洛芬胶囊', '阿司匹林片', '阿司匹林片', '布洛芬胶囊', '布洛芬胶囊', '阿司匹林片', '布洛芬胶囊', '阿司匹林片', '阿司匹林片', '阿司匹林片', '布洛芬胶囊', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '布洛芬胶囊', '阿司匹林片', '阿司匹林片', '布洛芬颗粒', '阿司匹林片', '阿司匹林咀嚼片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '布洛芬缓释胶囊', '阿司匹林片']"
阿司匹林与布洛芬的关系是什么？,"阿司匹林,布洛芬","['布洛芬胶囊', '布洛芬胶囊', '阿司匹林片', '布洛芬颗粒', '布洛芬颗粒', '布洛芬胶囊', '布洛芬胶囊', '布洛芬胶囊', '吲哚布芬片', '布洛芬胶囊', '布洛芬胶囊', '布洛芬胶囊', '布洛芬搽剂', '布洛芬片', '肌苷片', '布洛芬注射液', '布洛芬混悬液', '阿司匹林双嘧达莫片', '阿司匹林肠溶片', '布洛芬胶囊', '布洛芬颗粒', '阿司匹林片', '布洛芬胶囊', '布洛芬胶囊', '阿司匹林片', '阿司匹林可待因片', '阿司匹林片', '布洛芬胶囊', '布洛芬缓释片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '布洛芬胶囊', '布洛芬糖浆', '布洛芬胶囊', '布洛芬注射液', '阿司匹林片', '阿司匹林片', '阿司匹林片', '曲匹布通片', '布洛芬缓释胶囊', '布洛芬凝胶', '布洛芬胶囊', '阿司匹林片', '阿司匹林片', '布洛芬搽剂', '阿司匹林片', '阿司匹林片', '布洛芬颗粒', '溴丙胺太林片']"
阿司匹林与布洛芬同时使用是否安全？,"阿司匹林,布洛芬","['阿司匹林片', '布洛芬胶囊', '布洛芬胶囊', '布洛芬颗粒', '阿司匹林肠溶片', '阿司匹林片', '吲哚布芬片', '阿苯达唑片', '阿司匹林双嘧达莫片', '布洛芬胶囊', '布洛芬注射液', '布洛芬胶囊', '布洛芬胶囊', '布洛芬胶囊', '布洛芬缓释片', '布洛芬搽剂', '布洛芬片', '阿司匹林片', '布洛芬胶囊', '布洛芬胶囊', '阿司匹林片', '布洛芬胶囊', '注射用帕瑞昔布钠', '阿司匹林片', '阿司匹林可待因片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '布洛芬胶囊', '阿司匹林片', '艾司唑仑片', '阿司匹林片', '阿司匹林片', '布洛芬胶囊', '艾司唑仑片', '布洛芬胶囊', '布洛芬混悬液', '复方阿司匹林片', '布洛芬胶囊', '布洛芬口服溶液', '复方阿司匹林片', '艾司唑仑片', '阿司匹林片', '阿司匹林片', '布洛芬胶囊', '复方阿司匹林片', '阿司匹林片', '布洛芬胶囊', '阿司匹林片', '布洛芬混悬液']"
帕罗西汀与阿司匹林同时使用是否安全？,"帕罗西汀,阿司匹林","['注射用帕瑞昔布钠', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '复方阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '复方阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '复方阿司匹林片', '复方阿司匹林片', '复方阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '复方阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '复方阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿普唑仑片', '阿司匹林片', '阿司匹林肠溶片', '注射用帕瑞昔布钠']"
儿童使用阿司匹林时需要注意什么？,阿司匹林,"['阿司匹林片', '阿苯片', '小儿硫酸亚铁糖浆', '小儿止咳糖浆', '阿司匹林栓', '阿司匹林栓', '小儿康颗粒', '阿司匹林片', '小儿双磺甲氧苄啶颗粒', '小儿化毒胶囊', '阿苯片', '小儿氨酚匹林片', '小儿止咳糖浆', '小儿氨酚烷胺颗粒', '小儿止咳糖浆', '小儿止咳糖浆', '小儿硫酸亚铁糖浆', '小儿硫酸亚铁糖浆', '小儿复方磺胺甲噁唑颗粒', '小儿对乙酰氨基酚灌肠液', '小儿止咳糖浆', '小儿止咳糖浆', '小儿酚氨咖敏颗粒', '小儿止咳糖浆', '小儿化痰止咳颗粒', '小儿止咳糖浆', '小儿喜食片', '小儿感冒颗粒', '婴儿平', '小儿氨酚烷胺颗粒', '小儿氨酚烷胺颗粒', '小儿止咳糖浆', '小儿止咳糖浆', '小儿氨酚匹林片', '小儿硫酸亚铁糖浆', '小儿止咳糖浆', '小儿复方磺胺甲噁唑颗粒', '阿苯片', '小儿双磺甲氧苄啶颗粒', '小儿回春丸', '小儿硫酸亚铁糖浆', '阿苯片', '小儿化痰止咳颗粒', '小儿止咳糖浆', '小儿止咳糖浆', '阿苯片', '小儿止咳糖浆', '小儿止咳糖浆', '小儿感冒颗粒', '小儿止咳糖浆']"
老年人使用布洛芬时需要注意什么？,布洛芬,"['布洛芬胶囊', '布洛芬片', '布洛芬胶囊', '布洛芬颗粒', '布洛芬胶囊', '布洛芬胶囊', '布洛芬胶囊', '老年咳喘片', '布洛芬胶囊', '布洛芬胶囊', '布洛芬胶囊', '布洛芬颗粒', '布洛芬胶囊', '布洛芬胶囊', '老年咳喘片', '布洛芬胶囊', '布洛芬颗粒', '老年咳喘片', '布洛芬胶囊', '布洛芬混悬液', '布洛芬胶囊', '老年咳喘片', '布洛芬胶囊', '布洛芬胶囊', '布洛芬胶囊', '布洛芬注射液', '老年咳喘片', '布洛芬胶囊', '布洛芬胶囊', '布洛芬搽剂', '布洛芬胶囊', '布洛芬注射液', '布洛芬颗粒', '布洛芬胶囊', '布洛芬缓释片', '布洛芬搽剂', '布洛芬糖浆', '老年咳喘片', '布洛芬颗粒', '布洛芬颗粒', '抗衰老片', '老年咳喘片', '布洛芬搽剂', '布洛芬颗粒', '布洛芬胶囊', '老年咳喘片', '布洛芬胶囊', '布洛芬胶囊', '布洛芬胶囊', '布洛芬混悬液']"
怀孕期间使用阿司匹林是否安全？,阿司匹林,"['安胎丸', '保胎无忧胶囊', '安胎丸', '保胎灵片', '安胎丸', '安胎丸', '保胎无忧片', '保胎无忧散', '安胎丸', '保胎无忧片', '保胎无忧片', '叶酸片', '安胎丸', '保胎灵胶囊', '叶酸片', '叶酸片', '孕康颗粒', '保胎灵胶囊', '宫炎康颗粒', '安胎丸', '保胎无忧片', '保胎灵片', '阿司匹林片', '安胎丸', '安胎丸', '安胎丸', '慈航片', '肌苷片', '安胎丸', '保胎无忧散', '阿司匹林肠溶片', '胎宝胶囊', '保胎灵片', '十二太保丸', '阿司匹林片', '胎宝胶囊', '叶酸片', '安胎丸', '产妇安胶囊', '安胎丸', '保胎灵胶囊', '吉祥安坤丸', '保胎灵片', '吉祥安坤丸', '叶酸片', '阿司匹林片', '阿司匹林片', '孕康口服液', '阿司匹林片', '产妇安合剂']"
哺乳期使用布洛芬是否安全？,布洛芬,"['布洛芬颗粒', '布洛芬搽剂', '布洛芬乳膏', '布洛芬胶囊', '布洛芬注射液', '布洛芬胶囊', '布洛芬胶囊', '布洛芬胶囊', '布洛芬缓释片', '母乳多颗粒', '布洛芬颗粒', '布洛芬凝胶', '布洛芬胶囊', '布洛芬胶囊', '布洛芬胶囊', '布洛芬胶囊', '宝宝乐颗粒', '布洛芬胶囊', '乳康胶囊', '布洛芬颗粒', '宝宝乐颗粒', '布洛芬乳膏', '催乳丸', '布洛芬胶囊', '宝宝乐颗粒', '布洛芬胶囊', '娃娃宁', '布洛芬胶囊', '布洛芬胶囊', '布洛芬颗粒', '宝宝乐颗粒', '生乳汁', '布洛芬咀嚼片', '保胎无忧散', '婴儿健脾散', '布洛芬糖浆', '布洛芬胶囊', '乳康丸', '熊胆粉', '婴儿健脾散', '娃娃宁', '保婴散', '布洛芬胶囊', '布洛芬缓释胶囊', '布洛芬胶囊', '宝宝乐颗粒', '布洛芬混悬滴剂', '宝宝乐颗粒', '宝宝乐颗粒', '布洛芬混悬液']"
服用益肝灵有什么要注意的？,益肝灵,"['益肝灵片', '益肝灵片', '益肝灵片', '益肝灵片', '益肝灵片', '益肝灵片', '益肝灵片', '益肝灵片', '益肝灵片', '益肝灵片', '益肝灵片', '益肝灵片', '益肝灵片', '益肝灵片', '益肝灵片', '益肝灵片', '益肝灵片', '益肝灵片', '益肝灵片', '益肝灵滴丸', '益肝灵片', '益肝灵片', '益肝灵滴丸', '益肝灵片', '益肝灵片', '益肝灵片', '益肝灵片', '益肝灵片', '益肝灵片', '益肝灵片', '益肝灵片', '益肝灵片', '益肝灵片', '益肝灵片', '益肝灵滴丸', '益肝灵片', '益肝灵片', '益肝灵片', '益肝灵片', '益肝灵片', '益肝灵滴丸', '益肝灵滴丸', '益肝灵胶囊', '益肝灵片', '益肝灵片', '益肝颗粒', '益肝灵片', '益肝灵胶囊', '益肝灵胶囊', '益肝灵片']"
